tag_full_name;description;data_type;direction;algoblock_type;algoblock_address;algoblock_offset;selector_mask_nzone;modbus_address
ctpM38.MZ_AI9;Расход1;FLOAT (4 bytes);Read;ИНР;0;0;;0
ctpM38.P1_IN1;Давление Вход 1;FLOAT (4 bytes);Read;ИНР;0;0;;0
ctpM38.MZ_AI10;Расход2;FLOAT (4 bytes);Read;ИНР;0;4;;4
ctpM38.P2_IN2;Давление Вход 2;FLOAT (4 bytes);Read;ИНР;0;4;;4
ctpM38.MZ_AI11;Резерв AI11;FLOAT (4 bytes);Read;ИНР;0;8;;8
ctpM38.P3_OUT1;Давление Выход 1;FLOAT (4 bytes);Read;ИНР;0;8;;8
ctpM38.MZ_AI12;Резерв AI12;FLOAT (4 bytes);Read;ИНР;0;12;;12
ctpM38.P4_OUT2;Давление Выход 2;FLOAT (4 bytes);Read;ИНР;0;12;;12
ctpM38.Tmk;Температура на MK500;FLOAT (4 bytes);Read;ИНР;0;16;;16
ctpM38.MZ_DI1;Готовность НА1;BOOL (1 bit);Read;ИНР;0;20;&h01;20
ctpM38.MZ_DI2;Вкл. НА1;BOOL (1 bit);Read;ИНР;0;24;&h01;24
ctpM38.MZ_DI3;Готовность НА2;BOOL (1 bit);Read;ИНР;0;28;&h01;28
ctpM38.MZ_DI4;Вкл. НА2;BOOL (1 bit);Read;ИНР;0;32;&h01;32
ctpM38.MZ_DI5;Готовность НА3;BOOL (1 bit);Read;ИНР;0;36;&h01;36
ctpM38.MZ_DI6;Вкл. НА3;BOOL (1 bit);Read;ИНР;0;40;&h01;40
ctpM38.MZ_DI7;Готовность НА4;BOOL (1 bit);Read;ИНР;0;44;&h01;44
ctpM38.MZ_DI8;Вкл. НА4;BOOL (1 bit);Read;ИНР;0;48;&h01;48
ctpM38.P1_IN1.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;0;60;;60
ctpM38.P1_IN1.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;0;64;;64
ctpM38.P2_IN2.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;0;68;;68
ctpM38.P2_IN2.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;0;72;;72
ctpM38.P3_OUT1.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;0;76;;76
ctpM38.P3_OUT1.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;0;80;;80
ctpM38.P4_OUT2.P(HH);Давление за текущий час;FLOAT (4 bytes);Read;ИНР;0;84;;84
ctpM38.P4_OUT2.P(HH-1);Давление за прошедший час;FLOAT (4 bytes);Read;ИНР;0;88;;88
ctpM38.MP_AI1;Давление Pвх1 коллектор MP;FLOAT (4 bytes);Read;ИНР;1;0;;256
ctpM38.MP_AI2;Давление Pвх2 коллектор MP;FLOAT (4 bytes);Read;ИНР;1;4;;260
