tag_full_name;description;data_type;direction;algoblock_type;algoblock_address;algoblock_offset;selector_mask_nzone;modbus_address
ctp1.N1(DD);Мото/час за текущие сутки;INT (4 bytes);Read;ИНР;2;8;;520
ctp1.N1(DD-1);Мото/час за прошедшие сутки;INT (4 bytes);Read;ИНР;2;12;;524
ctp1.N1(MM);Мото/час за текущий мес.;INT (4 bytes);Read;ИНР;2;16;;528
ctp1.N1(MM-1);Мото/час за прошедший мес.;INT (4 bytes);Read;ИНР;2;20;;532
ctp1.N1(YY);Мото/час за текущий год;INT (4 bytes);Read;ИНР;2;24;;536
ctp1.N1(YY-1);Мото/час за прошедший год;INT (4 bytes);Read;ИНР;2;28;;540
ctp1.N2(HH);Мото/час за текущий час;INT (4 bytes);Read;ИНР;2;32;;544
ctp1.N2(HH-1);Мото/час за прошедший час;INT (4 bytes);Read;ИНР;2;36;;548
ctp1.N2(DD);Мото/час за текущие сутки;INT (4 bytes);Read;ИНР;2;40;;552
ctp1.N2(DD-1);Мото/час за прошедшие сутки;INT (4 bytes);Read;ИНР;2;44;;556
ctp1.N2(MM);Мото/час за текущий мес.;INT (4 bytes);Read;ИНР;2;48;;560
ctp1.N2(MM-1);Мото/час за прошедший мес.;INT (4 bytes);Read;ИНР;2;52;;564
ctp1.N2(YY);Мото/час за текущий год;INT (4 bytes);Read;ИНР;2;56;;568
ctp1.N2(YY-1);Мото/час за прошедший год;INT (4 bytes);Read;ИНР;2;60;;572
ctp1.N3(HH);Мото/час за текущий час;INT (4 bytes);Read;ИНР;2;64;;576
ctp1.N3(HH-1);Мото/час за прошедший час;INT (4 bytes);Read;ИНР;2;68;;580
ctp1.N3(DD);Мото/час за текущие сутки;INT (4 bytes);Read;ИНР;2;72;;584
ctp1.N3(DD-1);Мото/час за прошедшие сутки;INT (4 bytes);Read;ИНР;2;76;;588
ctp1.N3(MM);Мото/час за текущий мес.;INT (4 bytes);Read;ИНР;2;80;;592
ctp1.N3(MM-1);Мото/час за прошедший мес.;INT (4 bytes);Read;ИНР;2;84;;596
ctp1.N3(YY);Мото/час за текущий год;INT (4 bytes);Read;ИНР;2;88;;600
ctp1.N3(YY-1);Мото/час за прошедший год;INT (4 bytes);Read;ИНР;2;92;;604
ctp1.N4(HH);Мото/час за текущий час;INT (4 bytes);Read;ИНР;2;96;;608
ctp1.N4(HH-1);Мото/час за прошедший час;INT (4 bytes);Read;ИНР;2;100;;612
ctp1.N4(DD);Мото/час за текущие сутки;INT (4 bytes);Read;ИНР;2;104;;616
ctp1.N4(DD-1);Мото/час за прошедшие сутки;INT (4 bytes);Read;ИНР;2;108;;620
ctp1.N4(MM);Мото/час за текущий мес.;INT (4 bytes);Read;ИНР;2;112;;624
ctp1.N4(MM-1);Мото/час за прошедший мес.;INT (4 bytes);Read;ИНР;2;116;;628
ctp1.N4(YY);Мото/час за текущий год;INT (4 bytes);Read;ИНР;2;120;;632
ctp1.N4(YY-1);Мото/час за прошедший год;INT (4 bytes);Read;ИНР;2;124;;636
ctp1.N1S(DD);Мото/час за текущие сутки;FLOAT (4 bytes);Read;ИНР;2;132;;644
ctp1.N1S(DD-1);Мото/час за прошедшие сутки;FLOAT (4 bytes);Read;ИНР;2;136;;648
ctp1.N1S(MM);Мото/час за текущий мес.;FLOAT (4 bytes);Read;ИНР;2;140;;652
ctp1.N1S(MM-1);Мото/час за прошедший мес.;FLOAT (4 bytes);Read;ИНР;2;144;;656
ctp1.N1S(YY);Мото/час за текущий год;FLOAT (4 bytes);Read;ИНР;2;148;;660
ctp1.N1S(YY-1);Мото/час за прошедший год;FLOAT (4 bytes);Read;ИНР;2;152;;664
ctp1.N2S(DD);Мото/час за текущие сутки;FLOAT (4 bytes);Read;ИНР;2;160;;672
ctp1.N2S(DD-1);Мото/час за прошедшие сутки;FLOAT (4 bytes);Read;ИНР;2;164;;676
ctp1.N2S(MM);Мото/час за текущий мес.;FLOAT (4 bytes);Read;ИНР;2;168;;680
ctp1.N2S(MM-1);Мото/час за прошедший мес.;FLOAT (4 bytes);Read;ИНР;2;172;;684
ctp1.N2S(YY);Мото/час за текущий год;FLOAT (4 bytes);Read;ИНР;2;176;;688
ctp1.N2S(YY-1);Мото/час за прошедший год;FLOAT (4 bytes);Read;ИНР;2;180;;692
ctp1.N3S(DD);Мото/час за текущие сутки;FLOAT (4 bytes);Read;ИНР;2;188;;700
ctp1.N3S(DD-1);Мото/час за прошедшие сутки;FLOAT (4 bytes);Read;ИНР;2;192;;704
ctp1.N3S(MM);Мото/час за текущий мес.;FLOAT (4 bytes);Read;ИНР;2;196;;708
ctp1.N3S(MM-1);Мото/час за прошедший мес.;FLOAT (4 bytes);Read;ИНР;2;200;;712
ctp1.N3S(YY);Мото/час за текущий год;FLOAT (4 bytes);Read;ИНР;2;204;;716
ctp1.N3S(YY-1);Мото/час за прошедший год;FLOAT (4 bytes);Read;ИНР;2;208;;720
ctp1.N4S(DD);Мото/час за текущие сутки;FLOAT (4 bytes);Read;ИНР;2;216;;728
ctp1.N4S(DD-1);Мото/час за прошедшие сутки;FLOAT (4 bytes);Read;ИНР;2;220;;732
ctp1.N4S(MM);Мото/час за текущий мес.;FLOAT (4 bytes);Read;ИНР;2;224;;736
